news_id;user_id
24;388
24;388
24;388
24;388
24;388
24;388
24;388
25;388
25;388
25;388
25;388
21;388
14;388
22;388
13;388
25;388
12;388
24;388
25;388
24;388
24;388
24;388
25;388
25;388
25;388
24;388
20;388
24;388
24;388
25;388
25;388
24;388
24;388
24;388
25;388
11;388
24;388
25;388
25;388
25;388
25;388
25;388
7;388
16;388
25;388
24;388
25;388
24;388
25;388
24;388
24;388
24;388
24;388
25;388
25;388
6;388
25;388
25;388
25;388
24;388
24;388
24;388
24;388
25;388
24;388
24;388
24;388
24;388
25;388
24;388
25;388
24;388
18;388
24;388
15;388
24;388
25;388
25;388
19;388
23;388
24;388
24;388
25;388
24;388
17;388
24;388
8;388
24;388
24;388
24;388
24;388
25;388
24;388
24;388
24;388
25;388
25;388
428;389
536;390
347;390
354;390
596;391
428;392
437;393
529;394
437;394
320;394
536;395
43;396
237;397
428;398
548;399
554;399
562;399
434;400
504;401
506;401
92;402
92;402
242;403
74;403
118;403
188;403
43;403
139;403
216;403
52;403
32;403
235;403
169;403
30;403
185;403
119;403
83;403
171;403
149;403
201;403
79;403
190;403
205;403
227;403
243;403
240;403
236;403
221;403
187;403
141;403
77;403
33;403
82;403
164;403
41;403
226;403
135;403
238;403
155;403
40;403
53;403
165;403
80;403
203;403
136;403
75;403
150;403
113;403
31;403
215;403
40;403
202;403
81;403
207;403
222;403
231;403
38;403
191;403
208;403
167;403
168;403
71;403
46;403
42;403
210;403
197;403
24;403
170;403
177;403
178;403
176;403
48;403
112;403
55;403
63;403
225;403
228;403
61;403
218;403
28;403
36;403
219;403
277;403
182;403
131;403
37;403
177;403
121;403
123;403
229;403
157;403
39;403
47;403
162;403
174;403
27;403
64;403
162;403
87;403
114;403
224;403
49;403
86;403
234;403
25;403
173;403
248;403
35;403
151;403
56;403
44;403
183;403
60;403
241;403
161;403
134;403
133;403
220;403
184;403
280;403
154;403
26;403
29;403
142;403
45;403
88;403
85;403
199;403
206;403
271;403
284;403
272;403
262;403
261;403
276;403
270;403
278;403
153;403
76;403
283;403
145;403
293;403
288;403
292;403
282;403
251;403
59;403
78;403
286;403
209;403
258;404
90;404
298;405
111;405
298;405
298;405
215;405
342;405
558;405
298;405
298;405
470;406
548;407
446;408
586;408
536;409
428;410
581;410
92;411
298;412
565;413
565;413
342;414
558;415
474;416
376;417
319;418
319;418
319;418
426;418
319;418
319;418
319;418
319;418
471;419
592;419
565;419
472;420
596;421
396;422
586;423
446;423
596;424
305;425
596;426
386;427
52;428
89;429
67;429
107;429
502;429
498;429
438;430
467;430
482;430
551;431
551;432
158;433
551;434
536;435
489;436
1;437
4;438
596;439
558;440
336;441
390;442
389;442
339;443
160;444
76;444
298;445
482;446
502;447
565;447
565;447
576;448
53;449
428;450
175;451
120;452
596;453
241;454
31;455
167;455
37;455
596;456
596;457
502;458
562;458
425;458
380;458
312;458
468;458
465;458
566;458
574;458
502;458
468;459
312;459
590;459
596;460
596;461
194;462
482;463
540;464
596;465
596;466
412;467
466;467
559;467
548;468
428;468
298;469
502;470
317;471
530;472
564;473
346;474
428;475
33;476
224;476
117;476
67;476
94;476
554;476
43;476
298;477
115;478
75;478
53;478
258;478
67;478
227;478
110;478
110;478
211;478
52;478
74;478
257;478
215;478
548;479
581;480
347;481
71;482
298;483
454;484
440;484
347;485
596;486
551;487
428;488
590;488
128;489
511;490
596;491
3;492
163;492
428;493
482;493
128;494
339;495
596;496
370;497
482;497
370;497
325;497
327;497
471;497
298;498
59;499
229;500
550;501
392;501
298;502
386;503
536;504
283;505
285;505
596;506
224;507
596;508
475;509
548;510
143;511
536;512
562;512
562;512
298;513
428;514
403;514
596;515
428;516
2;517
596;518
554;519
596;520
596;521
311;522
596;523
143;524
536;525
298;526
298;527
298;527
111;527
298;527
298;528
592;529
590;529
434;529
471;529
471;529
592;529
53;530
267;531
282;531
167;531
264;531
104;531
126;531
231;531
240;531
242;531
206;531
128;531
173;531
177;531
169;531
141;531
104;531
142;531
85;532
69;532
33;532
183;532
32;532
236;533
134;533
286;533
188;533
166;533
119;533
157;533
195;533
146;533
166;533
106;533
212;533
209;533
228;534
160;534
194;534
233;534
125;534
217;534
190;534
204;534
110;534
189;534
209;534
63;534
188;534
29;534
203;534
215;534
218;534
216;534
54;534
211;534
207;534
202;534
191;534
64;534
221;534
197;534
208;534
191;534
205;534
191;534
60;534
212;534
245;534
62;534
231;534
140;534
222;534
136;534
191;534
119;534
242;534
118;534
236;534
169;534
134;534
56;534
116;534
143;534
214;534
168;534
162;534
125;534
146;534
143;534
53;534
192;534
195;534
141;534
167;534
213;534
117;534
58;534
174;534
209;534
199;534
59;534
52;534
206;534
132;534
196;534
240;534
133;534
144;534
230;534
99;534
173;534
98;534
161;534
97;534
160;534
175;534
243;534
150;534
289;534
171;534
104;534
172;534
127;534
107;534
138;534
220;534
266;534
137;534
139;534
250;534
235;534
181;534
166;534
287;534
265;534
284;534
269;534
264;534
267;534
277;534
292;534
226;534
105;534
177;534
122;534
219;534
150;534
153;534
130;534
219;534
147;534
96;534
111;534
106;534
128;534
170;534
227;534
152;534
234;534
154;534
151;534
55;534
229;534
170;534
100;534
142;534
155;534
298;534
148;534
131;534
121;534
109;534
176;534
149;534
248;534
285;534
91;534
179;534
135;534
126;534
178;534
89;534
121;534
180;534
94;534
283;534
275;534
251;534
157;534
115;534
108;534
259;534
278;534
282;534
95;534
295;534
280;534
293;534
286;534
277;534
268;534
263;534
254;535
273;535
55;535
132;535
205;535
160;535
165;535
211;535
67;535
136;535
185;535
64;535
58;535
82;535
173;535
58;535
76;535
145;535
298;536
250;537
240;537
46;538
201;538
256;538
276;538
68;538
258;538
46;538
274;538
71;538
271;538
270;538
259;538
272;538
261;538
225;538
72;538
73;538
34;538
187;538
49;538
185;538
262;538
28;538
186;538
77;538
275;538
39;538
273;538
32;538
78;538
260;538
45;538
254;538
50;538
182;538
51;538
85;538
69;538
183;538
257;538
79;538
71;538
113;538
37;538
224;538
112;538
40;538
165;538
164;538
35;538
81;538
31;538
184;538
86;538
29;538
255;538
88;538
42;538
83;538
210;538
80;538
238;538
145;538
76;538
47;538
74;538
82;538
26;538
239;538
41;538
27;538
114;538
48;538
167;539
274;539
271;540
112;540
99;540
275;540
78;540
26;540
32;540
81;540
267;540
142;540
79;540
44;540
225;540
167;540
361;541
347;542
67;542
509;543
464;544
244;545
163;546
90;546
346;547
319;547
596;548
386;549
596;550
318;551
124;552
596;553
440;554
462;554
596;555
3;556
57;557
241;557
52;557
304;558
596;559
224;560
479;561
224;562
551;563
202;564
596;565
442;566
67;567
472;568
472;568
427;569
529;570
320;570
472;571
466;572
428;573
298;574
484;575
443;576
346;577
484;578
493;578
484;578
484;578
484;578
484;578
484;578
493;578
493;578
484;578
484;578
313;579
502;580
596;581
304;582
147;583
133;583
596;584
443;585
596;586
475;587
466;588
151;589
471;590
592;590
596;591
435;592
3;593
458;594
289;595
82;595
60;595
265;595
90;596
596;597
403;598
565;599
428;600
252;601
230;601
123;601
548;602
305;603
487;604
513;605
435;606
428;606
428;606
437;607
565;608
467;608
428;608
596;609
586;610
446;610
53;611
502;611
460;612
313;613
313;613
475;614
548;614
479;615
502;615
531;616
596;617
343;618
596;619
590;620
227;620
346;621
500;622
340;623
298;624
558;624
298;624
545;625
319;625
428;625
475;625
475;625
433;625
502;625
428;625
403;626
475;627
596;628
476;629
234;630
90;630
234;630
336;631
510;632
298;633
224;634
59;634
372;635
347;635
358;635
59;636
464;637
184;638
581;639
448;640
437;640
536;641
596;642
298;643
67;644
298;645
421;645
472;646
472;646
472;646
472;646
298;647
457;648
581;649
428;650
298;651
443;652
466;653
386;653
92;654
118;654
346;655
107;656
596;657
489;658
489;658
488;659
536;659
258;660
90;660
207;660
92;660
54;661
298;661
298;661
326;662
554;662
311;662
346;663
550;664
392;664
307;664
581;665
596;666
544;667
596;668
500;669
428;669
562;669
562;669
594;670
475;671
104;672
240;672
167;672
232;672
141;672
206;672
142;672
242;672
177;672
169;672
128;672
231;672
282;672
267;672
264;672
173;672
126;672
466;673
590;673
428;674
53;675
53;676
502;677
475;678
551;679
475;680
475;680
475;680
596;681
450;682
482;683
263;684
548;685
90;686
307;686
17;686
90;686
560;687
403;687
591;687
554;688
403;688
556;688
397;688
596;689
499;690
428;691
428;691
428;691
53;692
590;693
551;694
596;695
562;696
428;697
466;698
305;698
502;699
448;700
448;701
313;701
536;702
175;703
596;704
540;705
596;706
15;707
5;707
25;707
19;707
6;707
21;707
4;707
18;707
11;707
7;707
20;707
15;707
22;707
14;707
554;708
6;709
531;710
331;711
596;712
298;713
237;713
458;714
9;715
515;716
370;716
371;716
558;716
550;716
371;716
546;716
508;716
502;716
374;716
374;716
566;716
397;716
557;716
392;716
509;716
367;716
560;716
431;716
556;716
347;717
108;718
428;719
548;719
482;719
482;719
298;720
438;721
371;721
496;721
341;721
587;721
428;721
448;721
458;721
536;722
370;723
581;724
505;725
326;726
457;727
502;727
545;728
147;729
472;730
479;731
57;732
462;733
305;734
305;735
391;736
191;737
211;737
82;738
346;739
565;740
565;740
482;741
10;742
14;742
21;742
11;742
23;742
16;742
15;742
12;742
19;742
6;742
22;742
13;742
4;742
7;742
9;742
548;743
83;744
548;745
502;746
539;747
421;748
554;749
459;749
590;750
548;751
313;751
313;751
548;751
428;751
309;751
548;751
548;751
443;752
345;753
470;753
457;754
318;755
479;755
318;755
448;755
180;756
489;757
252;757
596;758
56;759
596;760
428;761
347;761
581;762
590;763
387;764
297;765
443;766
296;767
54;768
579;769
298;770
66;771
558;771
3;771
458;772
191;773
444;774
475;775
313;775
61;776
59;776
207;776
63;776
234;776
499;777
403;777
596;778
110;779
133;779
298;780
553;780
553;780
313;781
596;782
497;783
403;783
502;783
502;783
596;784
471;785
592;785
57;786
458;787
485;788
312;789
312;789
562;789
548;789
562;789
469;789
468;789
565;789
313;789
323;789
428;789
311;789
562;789
306;789
312;789
477;789
306;789
428;789
468;789
468;789
428;789
313;789
428;789
548;789
482;790
502;791
57;792
551;793
558;794
386;795
479;796
590;797
411;798
163;799
298;799
475;800
551;801
475;801
565;801
428;801
468;801
565;801
312;801
428;801
313;801
428;801
428;802
562;803
312;803
502;803
468;803
306;803
428;804
451;805
329;806
318;807
554;807
510;807
2;808
596;809
163;810
305;811
499;812
304;813
482;814
596;815
548;816
551;817
479;818
471;819
399;819
590;819
592;819
249;820
120;820
586;821
446;821
428;822
298;822
428;823
545;824
346;825
428;826
499;827
558;828
57;829
57;829
57;829
590;830
298;831
505;832
298;833
386;833
502;834
581;835
184;835
558;835
342;835
110;835
57;835
258;835
342;836
53;837
599;838
368;839
552;840
443;841
558;842
596;843
383;844
298;845
123;846
90;846
121;846
298;846
189;846
592;847
471;847
596;848
596;849
590;850
428;851
471;852
428;852
592;852
144;853
370;854
57;855
346;856
596;857
576;858
298;859
470;860
326;860
298;861
596;862
428;863
318;864
468;865
312;865
596;866
160;867
298;867
502;868
562;869
576;870
90;871
558;871
596;872
596;873
448;874
469;875
360;876
502;877
491;878
482;879
596;880
82;881
428;882
565;882
450;883
255;884
510;885
130;886
200;886
590;887
491;888
298;889
258;890
307;890
241;890
255;890
428;891
565;892
551;892
443;892
565;892
482;893
482;893
482;893
457;894
10;895
12;895
11;895
7;895
19;895
22;895
21;895
15;895
9;895
13;895
14;895
23;895
6;895
4;895
16;895
457;896
596;897
298;898
558;899
224;900
596;901
57;902
336;903
566;904
428;904
428;904
298;905
502;906
319;906
540;906
123;907
184;907
475;908
558;909
548;910
477;910
548;910
554;910
468;910
548;910
304;910
497;910
312;910
135;910
562;910
507;910
428;911
313;912
311;913
545;914
298;915
158;916
143;916
100;916
475;916
57;916
471;917
502;917
592;917
502;917
536;918
596;919
57;920
403;921
493;922
450;923
300;924
163;925
252;925
291;925
3;925
30;926
551;927
299;928
596;929
284;930
90;931
596;932
482;933
448;934
448;934
596;935
428;936
428;936
502;936
502;936
502;936
581;936
428;936
144;937
436;938
428;939
496;940
502;941
347;942
180;943
318;944
312;945
403;945
468;945
502;946
309;947
428;948
428;948
590;948
576;949
313;950
479;950
489;951
298;951
548;952
493;953
448;954
448;954
502;955
502;956
311;957
531;957
513;957
468;957
548;957
508;957
312;957
508;957
306;957
312;957
562;957
306;957
551;957
565;957
428;957
536;957
306;957
326;957
509;957
468;957
327;957
313;957
326;957
313;957
475;957
306;957
323;957
428;957
428;957
404;957
428;957
565;957
546;957
428;957
565;957
428;958
120;959
551;960
596;961
277;962
298;963
551;964
346;965
565;965
284;966
298;967
551;968
551;969
567;970
558;971
67;972
548;973
313;973
304;973
596;974
457;975
596;976
227;977
59;977
305;978
599;978
370;979
596;979
596;980
403;981
536;982
318;983
551;984
536;985
101;986
437;987
482;988
342;989
475;990
440;991
551;991
591;992
596;993
342;994
298;994
54;995
54;995
428;996
428;996
1;997
443;998
247;999
185;999
215;999
75;999
184;999
100;999
279;999
458;1000
471;1000
592;1000
444;1000
313;1000
298;1001
129;1002
326;1003
536;1003
428;1004
475;1005
484;1005
592;1006
346;1006
471;1006
565;1006
435;1006
435;1006
370;1007
596;1008
184;1009
590;1010
370;1011
482;1012
585;1012
370;1012
305;1013
489;1014
298;1014
298;1014
241;1014
3;1015
469;1016
574;1017
425;1017
297;1018
475;1019
475;1019
57;1020
421;1021
550;1021
564;1021
550;1021
531;1021
564;1021
477;1021
564;1021
392;1021
477;1021
570;1021
428;1021
392;1021
428;1021
25;1022
7;1022
11;1022
10;1022
12;1022
21;1022
22;1022
8;1022
19;1022
16;1022
5;1022
14;1022
23;1022
4;1022
25;1022
20;1022
8;1022
69;1022
24;1022
20;1022
9;1022
18;1022
59;1023
180;1024
548;1025
224;1026
298;1027
428;1028
592;1029
383;1029
471;1029
82;1030
596;1031
202;1032
482;1033
346;1034
565;1035
596;1036
298;1037
442;1038
482;1039
354;1040
596;1041
556;1042
428;1042
397;1042
421;1042
482;1042
468;1043
597;1043
312;1043
313;1043
316;1043
308;1043
308;1043
590;1044
477;1044
477;1044
428;1044
298;1045
298;1046
596;1047
66;1048
3;1048
252;1048
562;1049
428;1050
477;1050
499;1050
554;1050
435;1050
428;1050
428;1050
374;1050
433;1051
336;1052
450;1053
443;1054
342;1055
462;1056
576;1057
305;1058
305;1058
428;1059
479;1060
500;1060
531;1061
298;1062
596;1063
170;1064
551;1065
298;1066
489;1066
428;1067
311;1068
458;1069
313;1069
551;1070
551;1071
298;1072
535;1073
298;1074
488;1075
577;1076
60;1077
570;1078
449;1079
596;1080
428;1081
491;1082
472;1083
552;1084
346;1085
428;1086
489;1087
298;1087
298;1087
298;1087
298;1087
489;1087
562;1088
383;1088
317;1089
317;1089
475;1089
596;1090
59;1091
57;1091
551;1092
551;1092
448;1093
66;1094
506;1095
504;1095
426;1096
298;1097
298;1097
298;1097
431;1098
499;1098
590;1099
545;1100
596;1101
596;1102
207;1103
107;1103
449;1104
305;1105
558;1106
502;1107
488;1108
506;1109
504;1109
204;1110
296;1111
57;1112
572;1112
406;1112
421;1112
479;1113
536;1114
551;1115
346;1116
590;1117
450;1118
53;1119
551;1120
288;1121
3;1122
450;1123
450;1123
450;1123
450;1123
450;1123
450;1123
450;1123
450;1123
450;1123
450;1123
450;1123
450;1123
450;1123
450;1123
443;1124
428;1124
355;1125
236;1126
71;1126
464;1127
548;1128
311;1128
484;1128
458;1128
521;1128
571;1128
319;1128
428;1128
477;1128
544;1128
428;1128
306;1128
306;1128
428;1129
482;1129
482;1129
313;1129
466;1129
558;1129
482;1129
204;1130
536;1131
428;1131
336;1132
336;1133
391;1134
466;1135
596;1135
558;1136
596;1137
475;1138
347;1139
466;1140
191;1141
398;1142
521;1142
590;1142
562;1143
224;1143
596;1144
190;1145
576;1146
565;1147
596;1148
215;1149
298;1150
502;1151
536;1152
592;1153
453;1154
448;1155
548;1155
306;1155
428;1155
428;1155
551;1156
287;1157
319;1158
475;1159
488;1160
596;1161
4;1162
298;1163
582;1163
386;1164
596;1165
301;1166
117;1167
96;1168
336;1169
489;1170
475;1171
298;1172
471;1173
592;1173
3;1174
502;1175
298;1176
428;1177
516;1178
442;1179
443;1180
590;1181
536;1182
449;1182
147;1183
256;1183
120;1183
562;1184
596;1185
298;1186
558;1186
596;1187
370;1188
298;1189
491;1190
464;1191
545;1192
85;1193
536;1194
448;1195
502;1196
428;1197
428;1197
562;1198
562;1198
509;1198
502;1198
467;1199
581;1200
565;1201
111;1202
298;1202
448;1203
467;1203
502;1204
421;1204
341;1205
102;1206
110;1206
574;1207
536;1207
545;1208
510;1208
482;1209
591;1209
328;1209
405;1209
590;1210
590;1210
320;1211
529;1211
512;1211
512;1211
590;1212
593;1212
468;1212
452;1212
312;1212
464;1213
548;1213
548;1213
462;1214
339;1215
3;1215
250;1215
551;1216
467;1216
215;1217
215;1217
475;1218
386;1219
471;1220
592;1220
163;1221
3;1221
457;1222
361;1222
334;1222
428;1222
428;1222
500;1223
298;1224
252;1225
350;1226
443;1227
536;1228
515;1229
515;1229
557;1229
557;1229
443;1230
298;1231
59;1232
70;1233
531;1234
531;1234
457;1235
596;1236
211;1237
502;1238
550;1238
334;1238
392;1238
551;1239
487;1240
536;1241
551;1242
428;1243
562;1244
596;1245
346;1246
596;1247
510;1248
233;1249
250;1250
428;1251
241;1252
110;1252
296;1253
596;1254
67;1255
313;1255
313;1255
546;1256
590;1257
475;1258
475;1258
184;1259
458;1260
421;1261
448;1262
590;1263
472;1264
502;1265
283;1266
56;1266
226;1266
245;1266
192;1266
548;1267
312;1267
421;1267
468;1267
565;1267
336;1268
346;1269
536;1270
353;1270
548;1271
318;1271
74;1272
562;1273
354;1273
175;1274
336;1275
558;1276
313;1277
326;1277
507;1277
536;1277
536;1277
466;1277
468;1277
311;1277
565;1277
466;1277
466;1277
312;1277
477;1277
428;1277
562;1277
502;1277
428;1277
428;1277
323;1277
428;1277
428;1277
565;1277
497;1277
448;1277
281;1278
540;1279
298;1280
502;1281
444;1281
224;1282
398;1283
472;1284
5;1285
554;1286
403;1287
488;1287
479;1287
428;1288
312;1288
536;1288
536;1288
468;1288
467;1288
536;1288
482;1288
312;1288
548;1288
313;1288
428;1288
468;1288
428;1288
548;1289
305;1290
563;1291
428;1292
428;1292
428;1292
428;1292
428;1293
448;1294
442;1295
200;1296
548;1297
305;1298
374;1299
596;1300
340;1301
596;1302
579;1303
346;1304
565;1305
428;1306
428;1307
428;1307
596;1308
347;1309
255;1310
131;1311
565;1312
513;1313
535;1313
508;1313
551;1314
587;1315
596;1316
59;1317
184;1317
479;1318
551;1319
364;1320
437;1321
428;1322
482;1323
305;1324
305;1324
479;1325
502;1325
298;1326
596;1327
370;1328
355;1328
340;1329
408;1330
409;1330
407;1330
581;1331
502;1332
548;1333
468;1333
592;1333
468;1333
313;1333
312;1333
308;1333
471;1333
440;1333
590;1333
312;1333
596;1334
361;1335
107;1336
502;1337
411;1338
535;1338
419;1338
546;1338
438;1338
343;1339
477;1340
287;1341
381;1342
543;1342
596;1343
305;1344
428;1345
502;1346
596;1347
184;1348
50;1348
257;1348
143;1348
298;1348
212;1348
298;1348
68;1348
298;1348
110;1348
118;1348
143;1348
428;1348
263;1348
71;1348
562;1348
596;1349
552;1350
482;1350
562;1350
552;1350
428;1350
465;1350
548;1350
406;1350
428;1350
381;1350
552;1350
350;1350
143;1351
522;1352
580;1352
418;1353
158;1354
587;1355
590;1356
421;1356
596;1357
458;1358
591;1359
438;1360
592;1360
458;1360
458;1360
536;1360
471;1360
502;1361
540;1362
364;1363
370;1364
298;1365
558;1365
471;1366
592;1366
226;1367
199;1367
163;1367
66;1367
58;1367
64;1367
127;1367
245;1367
3;1367
283;1367
269;1367
121;1367
131;1367
121;1367
285;1367
471;1368
592;1368
596;1369
443;1370
488;1371
428;1371
318;1371
592;1372
471;1372
471;1373
548;1373
554;1373
592;1373
436;1374
184;1375
313;1375
298;1376
596;1377
596;1378
536;1379
346;1380
596;1381
458;1382
596;1383
317;1384
443;1385
596;1386
558;1387
558;1387
296;1387
347;1388
428;1389
428;1390
428;1390
428;1390
494;1391
447;1391
579;1391
458;1392
596;1393
541;1394
191;1395
536;1396
317;1397
336;1398
320;1399
306;1399
468;1399
565;1399
590;1399
312;1399
529;1399
465;1399
428;1400
565;1401
590;1402
370;1402
536;1403
536;1403
304;1403
536;1403
592;1404
468;1405
312;1405
562;1405
468;1405
312;1405
118;1406
120;1406
249;1406
147;1406
265;1406
465;1407
468;1407
312;1407
428;1407
468;1407
428;1407
468;1407
468;1407
312;1407
312;1407
312;1407
306;1407
590;1407
468;1407
